Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Denmark,DNK,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,96.97918701,93.91042328,95.60545349,94.32273102,,,,,,,93.37783051,91.31809235,92.58416748,97.35581207,100.5072937,96.8568573,98.47609711,102.9640503,97.10752869,95.66960144,98.01112366,97.28868103,99.57840729,97.3524704,,,,101.8011017,101.3592377,99.89109039,101.52771,105.9974976,,100.9367065,100.4109268,102.2735214,101.9951401,101.3642578,98.21627808,99.36483002,99.68856812,98.99672699,100.0060272,99.23007202,98.30832672,102.6611099,102.89711,100.6042023,101.5987396,98.81581879,
Dominican Republic,DOM,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,36.3398819,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.10549164,82.91963959,,96.39408875,,90.93814087,,89.36894989,95.12451172,,93.69296265,92.02973938,94.05438232,94.61763763,94.85571289,94.73499298,97.85758209,96.55679321,94.3535614,92.58232117,92.71904755,96.20317841,89.30728912
Algeria,DZA,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,29.82790947,31.92200089,33.29664993,38.79357147,44.38116074,47.69562149,50.17053986,50.88246155,51.87957001,54.48283005,58.21295166,60.6113205,63.91485977,74.78868103,62.9127388,65.67868805,67.05635071,70.02317047,69.49523926,70.52941895,73.77662659,73.73845673,73.65588379,76.0514679,79.89460754,81.61374664,,81.49223328,79.9070282,85.99970245,87.86707306,89.24714661,91.53527832,92.724617,82.64968109,95.17526245,106.9856186,92.72837067,95.36508942,97.30979919,101.297821,105.859169,108.9073792,105.4875717,105.5600433,105.7507019,105.6250763,101.5825729,103.3442001,
East Asia & Pacific (excluding high income),EAP,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.32633209,88.98795319,87.56648254,88.69171906,89.79373932,91.25675201,92.8447113,92.3792038,92.33683014,92.23631287,92.06697083,91.78022766,93.23014069,96.85502625,96.64846802,95.91947937,94.87500763,95.46444702,95.08608246,91.94257355,90.55310059,93.64254761,95.83489227,98.24529266,98.39238739,97.53961945,
Early-demographic dividend,EAR,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,41.20085144,41.27997971,41.6064682,42.40633011,42.71472931,43.60538101,44.61927032,45.83670044,46.6704216,47.62155151,49.35126114,50.95418167,52.80718994,54.66595078,56.96371841,59.20162964,60.61719131,61.51844025,62.74201965,63.28807831,63.88349152,64.55325317,65.67764282,66.75364685,67.77307129,68.7078476,68.69397736,68.58577728,69.00498199,69.21134949,71.00496674,72.70146942,74.66796875,78.42241669,80.61955261,82.8221283,83.77250671,85.73574066,87.53399658,88.90142059,89.46286774,89.49221802,91.98967743,93.04319,93.80400848,93.84967041,94.16835785,93.01464844,92.45789337,92.74421692,94.24727631,
East Asia & Pacific,EAS,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.97425079,89.7441864,88.29447174,89.3674469,90.39716339,91.74652863,93.23573303,92.75238037,92.8367691,92.73561859,92.55371857,92.31804657,93.71176147,97.05049133,96.91055298,96.21282959,95.29305267,95.95558167,95.49355316,92.44261932,91.2171402,94.02258301,95.95818329,98.27249908,98.56889343,97.70493317,
Europe & Central Asia (excluding high income),ECA,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.58125305,95.87754822,95.48854828,94.32393646,93.74875641,93.66684723,93.66812134,93.44535065,93.23113251,95.55309296,96.91448975,95.5568924,96.35189056,97.94805145,96.24703979,95.08930206,96.06034851,97.33992767,97.81141663,99.03674316,98.11525726,97.97045135,98.07325745,98.87362671,106.6545334,97.60756683,98.40350342,100.1740799,100.5089264,
Europe & Central Asia,ECS,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.06848145,96.90151978,96.43845367,95.61093903,95.57132721,95.65196991,95.7148819,95.63961029,95.80088043,97.50243378,97.82900238,97.24643707,97.54656982,97.73146057,96.7071991,96.59555054,97.0842514,97.66507721,97.96533966,98.57956696,97.97373199,97.90899658,97.88481903,98.70204926,102.223053,98.03076172,97.86637878,98.73577881,98.88413239,
Ecuador,ECU,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,53.59484863,53.91390991,57.63531876,59.76282883,63.82720184,68.27783203,70.26869965,69.71042633,72.64904785,75.6713028,,,,,,,91.37529755,94.93998718,,,,,,95.82067871,93.71134186,93.12931061,96.15419769,,97.97519684,97.85090637,98.70851898,97.94595337,97.43132782,97.01933289,101.2196579,100.1049805,99.97157288,,98.11614227,104.2050171,108.2558594,109.2476578,109.5742569,113.0219803,106.9524994,103.9888306,106.0290985,104.9208374,101.9289627,100.8342285,
"Egypt, Arab Rep.",EGY,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,41.73461151,39.54058838,42.22534943,44.56649017,46.27101135,47.57162857,47.54169083,37.24914169,23.8906002,36.99266052,44.34077835,,,,,62.83475113,,,,,,,,,,,83.48016357,,89.53053284,88.18682098,86.86696625,87.81993866,87.01358795,88.81865692,88.33763123,86.10125732,89.04962921,,92.30375671,95.04537964,,,100.9830322,,,97.67212677,97.62610626,101.6332397,105.4345779,,
Euro area,EMU,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,95.78862762,95.79492188,96.00871277,96.12722778,96.56433868,98.2218399,97.84770966,97.87966156,97.56617737,97.22370148,97.61167145,97.46042633,97.58766174,97.17923737,97.7412796,98.04808044,98.15193939,97.09602356,98.29354858,98.19374847,98.85777283,98.93569946,99.50454712,99.59278107,98.7408905,97.65026855,97.6962204,97.41835022,97.74970245,98.09367371,98.86884308,99.9052887,98.58602142,98.45085144,97.84638977,96.47476196,96.50379181,98.15390015,98.37698364,98.00357819,97.93208313,97.75134277,97.25478363,97.05075836,97.02124023,97.84282684,97.04325104,97.36315918,97.41088104,97.00228882,97.45995331,
Eritrea,ERI,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.30163002,27.24312019,34.32487106,38.11613083,,40.08636856,43.74544144,45.41970825,42.17776871,46.40356064,51.90250015,68.50227356,68.13629913,69.81533051,73.21713257,80.00193787,70.2298584,66.82819366,59.91452026,55.97177124,57.75112915,58.45610809,,60.4193306,56.17720032,51.48735046,,
Spain,ESP,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,100.3660736,99.40773773,99.65313721,102.3865738,103.5138626,103.5262985,102.1188507,104.3676987,100.1478729,99.41647339,,,101.0634308,101.8604126,,,,,,,,,,102.528038,,96.42649078,97.15392303,97.59377289,97.62264252,96.08686066,96.17086029,98.91407013,99.43540955,100.1738205,103.7400589,101.7018433,101.3700409,99.05226135,98.09333801,99.55410004,
Estonia,EST,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.53781128,90.86212158,,89.67784882,94.34052277,96.56324768,102.7338791,104.3881836,105.1353683,101.8666992,101.6423569,92.99053192,93.8758316,95.69651031,98.71958923,99.24437714,101.3024597,102.4545517,103.6138229,99.70684814,99.06166077,98.19062805,97.42516327,95.47147369,96.62647247,98.68675995,
Ethiopia,ETH,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,12.02962017,,,,,19.20546913,18.39068031,17.79637909,,,,,12.08401966,11.30663013,11.73731995,,,14.06177998,15.81700993,19.6484108,22.49531937,25.49868011,29.15413094,36.09272003,41.94139099,42.41859818,46.07886124,50.10383987,55.65589905,50.28746033,50.51939011,52.74337006,53.01525879,52.99047089,59.89112091,61.65497971,,64.86579132,65.37133026,65.40138245
European Union,EUU,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,95.96028137,96.00093842,96.10955048,,,,,,,97.7611618,97.18148041,97.03819275,96.83244324,97.51029968,98.37006378,98.05307007,97.40239716,98.07649994,97.7990036,97.81677246,97.38076782,97.85404205,98.2286911,97.74768066,97.22618866,97.76180267,98.00743866,98.01255035,97.99771881,98.49762726,99.51628876,98.64726257,98.77867126,98.62483215,97.51112366,97.17790985,98.05802917,97.98861694,97.95783997,98.26683807,98.3237915,97.83516693,97.82402802,97.72902679,98.5425415,97.97614288,98.27989197,97.18144226,97.1151123,97.07819366,
Fragile and conflict affected situations,FCS,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,44.60414124,44.5531311,45.252491,45.60942841,46.55657959,47.52553177,47.86038971,48.72248077,49.60062027,50.27061081,50.50117874,51.57788849,51.89807129,52.34302139,51.94675064,51.70930099,51.98989868,52.41556168,52.72827911,52.27441025,52.74689865,51.71866989,51.37440109,51.4576416,51.37675095,51.46250153,51.42192841,52.15478897,53.2274704,54.20278931,55.82461166,57.22077179,59.65016937,61.60961151,60.42470932,60.54816818,62.32035065,63.89785004,63.72021103,64.86414337,64.71472168,65.5071106,66.19258881,66.92672729,67.44132233,68.0581131,68.35536194,68.83804321,
Finland,FIN,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.5120621,105.3964462,105.3898087,101.7636795,96.82170868,97.21460724,96.21517944,96.99781036,99.96005249,102.3123474,,98.29495239,95.62393188,96.41261292,102.4907684,100.7942734,101.6498108,100.4352722,99.51761627,96.74919891,98.32779694,98.01123047,97.56838989,99.13519287,98.16593933,100.2712173,98.62531281,98.87330627,98.7106781,101.1057281,101.1236725,100.7613373,100.9816208,98.47756195,
Fiji,FJI,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,97.88118744,98.70644379,,96.16943359,92.66821289,94.54727173,95.41938019,,,,,,105.9854279,,103.4882431,104.5721207,103.1229019,102.6205826,106.024231,99.90766144,93.91744232,98.94651794,104.4774399,,109.9306564,,111.6312103,,105.7712402,105.3129883,,104.1955185,106.8023605,106.2820129,107.6622696,113.4081879,106.3197021,106.0480804,107.8982925,106.5196304,105.686348,115.6763916
France,FRA,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,95.32171631,94.77931976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.86711884,95.57675934,93.15188599,97.28308868,90.00868988,93.17789459,85.77548981,81.43100739,87.52136993
Gabon,GAB,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,53.41109848,51.76409912,,77.52845001,77.46244049,72.5461731,71.06253052,76.80522156,74.63583374,76.45678711,79.22109222,80.97724915,70.74815369,,,66.55828094,65.91065216,66.22390747,,,62.7531395,,,65.9516983,68.17603302,69.27330017,,,,,74.90241241,72.72783661,,,,,,,,,,,,,,,,80.7114563,,
United Kingdom,GBR,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.8871994,100.8231506,100.002449,100.3867722,101.4974365,99.37143707,
Georgia,GEO,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.1861115,125.3476563,123.2593918,107.7703781,115.2013931,99.85424042,,,103.3368073,104.9957123,106.9324417,,101.5631485,104.3637238,103.5867004,102.8498611,114.7627106,113.9880981,96.34047699,94.10443878,93.10243988,91.06197357
Ghana,GHA,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,56.05979156,50.74850082,,45.45565033,45.7399292,47.14192963,48.70907974,49.0064888,49.12445068,50.73619843,52.81703949,,,,,,,,,,57.42335892,59.50743866,,,,,,,62.0566597,64.7265625,61.91651917,63.63095093,69.10135651,61.99924088,70.09131622,67.54068756,72.07395935,77.7154007,77.56089783,,85.29878998,104.0979538,93.81213379,92.7401123,98.38964844,,94.48327637,94.60922241,,,
Gibraltar,GIB,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.25862122,93.88645935,,106.2222214,117.9372177,119.1780777
Guinea,GIN,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,10.33594036,8.977720261,8.517250061,7.680190086,5.942679882,5.977890015,8.185830116,8.538319588,8.61713028,9.65666008,10.60778999,9.900970459,,,14.11503983,16.54704094,19.5387001,21.87656021,25.74300957,28.33241081,36.85083008,42.61109924,47.79790878,49.0343895,42.8121109,47.92486954,46.68862152,52.13679886,53.81919098,54.54647827,55.98939896,51.50836182,51.20038986,45.86716461,46.96835327,47.9066925,51.97116852,
"Gambia, The",GMB,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,11.3303299,12.52525043,12.37296963,12.56462955,14.82281971,13.46617031,10.79646015,15.61493969,15.11771965,16.49284935,17.0435009,18.68861961,20.60288048,25.25834084,28.23916054,31.70256996,34.63764954,,31.14274025,,,32.85726929,33.05714035,31.11833,35.42921066,43.47290039,38.85914993,,60.12903976,59.52946854,60.48535919,58.11526871,62.56903839,62.04341125,60.58354187,59.35604095,67.38768005,75.76902771,,68.08863831,64.9731369,65.86605072,67.95442963,68.68222046,69.86334229,71.70182037,75.1962204,78.89572906,84.03160095,89.06233978,91.80448914
Guinea-Bissau,GNB,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,7.043729782,3.978070021,7.572770119,8.135709763,7.346000195,8.364170074,,,6.262420177,4.314700127,,,,,,,,,,,,20.23877907,,,,,,,,,,57.28281021,,,,,,,,,,,
Equatorial Guinea,GNQ,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.23366165,,,,,,39.436409,,,30.39119911,,43.12033844,,,39.90781021,42.42071915,44.90134811,43.26525879,44.79666138,,,41.79885101,,,,,,
Greece,GRC,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,97.77955627,95.96331787,93.84481049,93.5776825,95.23741913,97.1883316,99.51667023,101.9085083,102.4569473,99.44843292,97.53305817,95.8044281,96.92211151,98.49707031,100.3505173,104.5510635,95.92195129,96.81522369,94.96681976,,,96.49221039,,,,,,,,,,,,97.41719818,95.75292206,97.41864014,96.16979218,,,93.93566895,91.91253662,95.87631226,93.81137848,95.28411865,96.39531708,96.44103241,95.91126251,97.54270172,95.76154327,100.7789536,
Grenada,GRD,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,89.62187958,91.80742645,,,,95.10549164,86.86192322,,,,,,,,,,,,,,,92.14814758,,,92.73468781,106.6551437,,108.3097305,,105.9415894,115.1609573,123.2906036,113.4657822,,,104.1984711,104.5333328,,,113.4816818,120.8596725,,,
Greenland,GRL,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,27.22744942,27.2844696,28.11219025,,,,,,,,,,,,,,,,,,41.18886185,,,45.9337616,50.73994064,53.40098953,57.37607956,,63.16891098,67.0789566,70.77304077,72.16599274,75.27838135,79.38231659,81.79412079,84.73590851,84.25258636,84.48105621,83.84339905,82.0851593,79.18834686,79.5324173,79.41378784,79.33952332,81.52143097,87.13639069
Guam,GUM,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guyana,GUY,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,96.11566162,96.30774689,91.51663208,91.03385925,,88.4352417,92.95761108,88.17041779,84.43491364,78.37886047,,84.9271698,,,,,90.02911377,,,,,92.64176178,92.25296021,,75.79682159,82.52217102,84.556633,,101.313591,108.7942276,85.89810181,,74.29676819,,94.31842041,93.40338898,95.22232056,94.95202637,98.19371033,92.20617676,96.6171875,95.54665375,,,,,,,,,
High income,HIC,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,96.05019379,96.19503784,95.93746185,96.31643677,,,97.33399963,97.41811371,96.76515198,95.67951965,97.24414063,97.05528259,96.34642792,96.31884766,96.98410034,97.1463089,97.34293365,97.13361359,96.8599472,96.43244171,97.02028656,96.72429657,97.31730652,97.37975311,97.13466644,96.96954346,97.04192352,97.11599731,97.45886993,97.71888733,98.00726318,98.35384369,97.92391205,98.29090118,98.23288727,97.70533752,97.6696701,98.27477264,98.28050232,98.44394684,98.43488312,98.65112305,99.09049225,98.82389069,98.86789703,99.00325012,98.12120056,98.15428162,97.04962921,99.83583069,99.35623932,
"Hong Kong SAR, China",HKG,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,107.6834717,103.0733185,102.0044479,100.9063721,104.2245865,103.977272,,,,,,,,,,,,,,,,,,,,,,,,,,,100.5344467,98.48297119,101.6987915,103.7800522,103.3281174,103.565712,105.6899185,108.5681534,107.5222931,102.3943405
Honduras,HND,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,47.1894989,,51.67414093,,56.3362999,,,,,,,59.32049179,69.17601776,71.53983307,73.04077148,68.41806793,73.43464661,73.24983215,67.80200195,,,,,80.09052277,,80.04212952,84.64035034,,82.25229645,83.34014893,87.55882263,90.22033691,89.96846771,83.39466858,79.12477875,,,,,,,
Heavily indebted poor countries (HIPC),HPC,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,24.89443016,25.22783089,25.72135925,26.10590935,27.03800964,27.92136955,29.38509941,31.03796959,31.95752907,33.14908981,34.94055939,36.15090942,37.24177933,40.31761932,37.56578827,37.65684891,37.15182114,36.07579041,34.61040878,35.38172913,36.22438049,35.56977081,36.6072998,35.45766068,35.37479019,36.22956085,36.35784149,36.00613022,37.31663132,37.78768921,39.91046906,41.83386993,43.69131088,45.18122101,47.82902145,50.60313034,53.03052139,57.20878983,60.91537857,61.70093918,61.3891983,62.83480072,62.91046143,63.36481094,63.81378174,65.02883911,66.0229187,67.29464722,67.72234344,68.56259918,
Croatia,HRV,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.66864014,84.63925171,85.84365082,90.99064636,89.22720337,90.21923828,94.97480011,96.99347687,96.87906647,,104.2691498,101.0745316,103.7264175,99.31533051,93.88951111,91.32411957,92.90001678,92.57987213,95.06179047,97.66146088,103.4790421,101.6336212,94.53117371,95.40106201,94.94664001,96.64849854,
Haiti,HTI,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,25.47044945,26.01309967,,27.28919029,29.24748993,,32.04761124,33.63557816,35.68629837,,,,,,,,,,46.84867096,,,,,,,,,,,,,,,,,,,,,,,,
Hungary,HUN,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,98.40335083,100.6549377,105.4359207,99.59384918,98.4508667,93.97103882,93.65984344,94.78372955,103.5744324,114.3760986,104.5328522,97.62422943,90.00704193,83.70787048,82.45835876,,,,,,,97.25267029,98.44200897,94.9000473,95.64594269,97.61991119,98.97013092,95.69397736,94.8867569,93.34861755,98.51318359,94.37770081,95.42279816,96.63056946,96.55319214,99.00038147,97.38585663,98.06533813,96.40702057,96.93251801,98.40878296,104.8769608,99.73872375,95.81423187,93.88137054,
IBRD only,IBD,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,70.05864716,70.41546631,70.90512848,71.09622192,71.69122314,72.3707428,73.62317657,74.36710358,75.19165802,76.45526123,77.40363312,78.01306152,78.6998291,79.72437286,80.72440338,81.09017944,81.14788818,81.48506927,81.31768799,81.89855957,82.28785706,81.99281311,83.18425751,84.31842804,83.75396729,82.45178986,82.00552368,82.50961304,82.82119751,84.31455994,85.72683716,86.68231964,88.69172668,89.83363342,90.89193726,91.31600189,93.20246124,95.98561859,96.41468048,95.71592712,94.83157349,96.05848694,96.84790039,95.98648834,95.21711731,96.2277832,95.5689621,95.32576752,95.61698914,96.5125885,
IDA & IBRD total,IBT,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,64.21898651,64.74954224,64.94657135,65.52442169,66.18157959,67.19126129,67.98132324,68.8621521,69.99723816,70.89536285,71.52268219,72.16155243,73.22099304,73.74282837,73.97408295,73.89084625,73.96479034,73.62625122,74.06123352,74.40943146,74.13532257,75.11309814,75.84171295,75.39717865,74.53614044,74.29885864,74.78552246,75.25814819,76.51112366,77.69706726,78.41851807,79.94042969,80.73763275,81.83116913,82.54087067,83.752388,85.76732635,86.80432892,86.64115143,86.17429352,87.47038269,87.87869263,87.46865845,87.08857727,88.00466156,87.87509918,88.09768677,88.40157318,89.02024841,
IDA total,IDA,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,38.90541077,39.45756912,39.98057938,39.82376099,40.71731949,41.75008011,42.35649872,43.3039093,44.3865509,45.33631897,47.10879898,46.42036057,46.95711899,47.26068115,47.29637909,47.26647186,47.96139145,48.6658287,48.7972908,49.43265915,49.29174042,49.55173874,50.07888031,50.32376862,50.69195175,51.72486877,52.39250183,53.6921196,54.87776947,56.11983109,57.04198074,59.274189,61.36761093,61.50157166,62.32167816,65.34702301,66.80108643,67.63912964,69.55677032,69.51561737,70.33770752,71.0038681,71.99054718,73.10070038,74.38664246,74.92220306,75.24239349,
IDA blend,IDB,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.55043793,65.63134003,65.92431641,65.73284912,65.29180908,65.28069305,66.30265808,68.60839844,66.64961243,64.76435089,66.31807709,68.06497955,67.70213318,69.66385651,69.98742676,70.30419159,70.61827087,70.84391022,71.57415771,72.73737335,74.06482697,74.09423828,
Indonesia,IDN,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.2953186,93.9442215,92.33261871,,,,94.16745758,95.38433838,95.6805191,96.35920715,95.08203888,93.03598022,95.91323853,96.36197662,99.37239838,,,104.6191025,102.7202988,100.5479584,,,100.1938171,101.6394424,,,
IDA only,IDX,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,27.0662899,27.90929985,28.22764969,28.86694908,29.51395988,29.1097908,30.12472916,30.8952198,31.75671959,33.03200912,34.46926117,35.75709915,38.25780106,37.1370697,37.82870102,38.10813141,38.07881927,37.9117012,38.86521912,39.9751091,40.09466171,41.00492859,40.79148102,41.16448975,42.02170181,42.4143219,42.99824905,44.58979034,45.55783081,47.39797974,49.30654144,51.43804169,52.86648941,55.74042892,57.7519989,58.94190979,61.11299133,64.86894226,66.18170166,67.60836792,69.50447083,69.28502655,70.35414886,71.19406128,72.55950165,73.86222076,75.21381378,75.35399628,75.82199097,
Isle of Man,IMN,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,27.45618057,,,29.09181976,,,,,,,,,,,,,50.13748169,51.70312119,,,,,,,62.14894104,,,,60.90639877,63.95323944,65.86762238,69.34667206,77.68704987,,,,,95.52464294,97.01264191,,93.60028839,,99.31998444,100.3877716,100.4220886,98.50704956,96.29249573,,93.26248169,96.06517792,98.47914886
Not classified,INX,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.6000977,101.2483521,99.22480774,98.29807281,,,93.29676056,97.69889832,96.45503998,94.97606659,95.02439117,95.33374023,96.787117,95.54776764,,,,,,,,99.51770782,100.587059,99.31555939,100.4313431,99.41789246,97.20471954,102.4215469,99.87866974,
"Iran, Islamic Rep.",IRN,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,35.81703949,,,,,,,,,,,,,,,,71.03605652,73.23088074,74.70810699,78.44365692,81.5578537,84.95140076,90.51325226,89.7815094,94.02561188,,92.22238922,,,88.52866364,93.66989899,95.04685974,90.13160706,106.3475723,110.2755508,94.54225922,90.88420105,93.36032104,97.2193222,98.49613953,97.8520813,96.31893921,,,97.54351044,100.6052475,99.08995056,,95.7649765,100.6848297,
Iraq,IRQ,"Primary completion rate, female (% of relevant age group)",SE.PRM.CMPT.FE.ZS,,,,,,,,,,,,21.03947067,21.28235054,23.19466972,23.66904068,27.65436935,28.83904076,37.43439102,41.81740952,,53.25619125,,,48.61069107,,58.56301117,57.1308403,53.40763092,58.08652115,53.6767807,,,,54.25273132,,,,,,51.33079147,50.59043884,,,,68.1490097,,,56.96258163,,,,,,,,,,,,,,
