Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Cayman Islands,CYM,"Population, female",SP.POP.TOTL.FE.IN,4494,4567,4652,4744,4833,4930,5030,5130,5232,5327,5497,5781,6106,6438,6773,7109,7441,7768,8075,8377,8734,9137,9556,9983,10416,10855,11296,11739,12184,12662,13246,13919,14601,15293,15995,16702,17414,18121,18820,19509,20191,20878,21567,22258,22964,23681,24400,25123,25849,26569,27277,27924,28512,29100,29706,30339,30984,31627,32258,32849,33370,33738
Cyprus,CYP,"Population, female",SP.POP.TOTL.FE.IN,297348,301842,304899,307795,310385,312812,315230,317547,319688,321654,323459,325125,326666,328310,328613,328128,329496,331983,334466,336964,339467,342003,345430,350554,356434,362190,367832,373351,378791,384139,389330,394308,399733,407461,416788,425873,434823,443706,452514,461223,469782,478320,487231,496534,505947,515381,524816,534289,543817,553403,563093,571053,576891,582139,587186,592342,597688,603093,608241,613199,617605,621034
Czechia,CZE,"Population, female",SP.POP.TOTL.FE.IN,4944546,4938176,4958298,4982413,5011835,5038247,5060039,5077191,5090286,5102133,5083649,5068741,5090538,5118767,5152390,5187975,5222403,5253284,5281019,5305972,5310991,5308105,5314679,5318358,5320542,5323344,5325087,5326681,5330068,5332410,5318020,5304693,5308740,5312514,5312264,5307128,5299347,5292175,5285676,5278655,5262270,5239852,5225903,5220524,5218325,5221632,5231604,5258186,5297914,5323944,5335288,5343378,5349512,5350915,5355330,5363145,5370608,5382150,5397481,5416114,5428157,5331795
Germany,DEU,"Population, female",SP.POP.TOTL.FE.IN,38788660,39034294,39327825,39646129,39921540,40221166,40518302,40667271,40815238,41111215,41222965,41274359,41451596,41567427,41570269,41402143,41211816,41105188,41055781,41058397,41124817,41164296,41097244,40957694,40780265,40646582,40611843,40611082,40700023,40940456,41215948,41439791,41683658,41891684,41977348,42051246,42135110,42170094,42160050,42177771,42230577,42300074,42368228,42384876,42364698,42322242,42244938,42149394,42021256,41860223,41739548,40917407,40939379,40998376,41123008,41441710,41750423,41890094,42006470,42096607,42128351,42146923
Djibouti,DJI,"Population, female",SP.POP.TOTL.FE.IN,43384,45069,47020,49321,51989,54935,58019,61197,64480,68380,72915,77878,83428,89528,96619,105283,115725,127712,140488,152797,163502,172149,179072,185393,192630,201940,213778,227831,242922,262392,290577,316425,313849,307887,313995,317019,324510,336062,349602,361798,373098,384784,396557,405154,411093,417325,425380,434536,443433,452579,461678,470557,479398,488225,497024,505777,514429,523091,531774,540367,548686,556667
Dominica,DMA,"Population, female",SP.POP.TOTL.FE.IN,31508,32036,32431,32816,33215,33672,34178,34724,35316,35923,36334,36472,36535,36615,36705,36788,36859,36904,36919,36916,36884,36767,36569,36364,36172,35978,35782,35593,35409,35223,35009,34856,34825,34833,34822,34789,34741,34666,34558,34406,34213,34093,34103,34147,34160,34154,34152,34145,34119,34089,34038,34025,34127,34077,34444,34863,34895,35104,35370,35755,36112,36373
Denmark,DNK,"Population, female",SP.POP.TOTL.FE.IN,2307716,2323852,2342107,2360679,2379663,2398378,2417770,2437072,2452260,2466292,2485417,2503448,2518630,2534840,2547832,2556310,2563772,2572823,2581903,2589435,2593808,2594245,2593359,2592431,2591806,2593343,2597085,2600508,2601730,2603129,2607184,2613591,2621643,2629622,2637754,2650756,2665004,2675291,2684198,2692173,2700153,2708914,2716612,2723159,2729661,2736640,2744985,2756409,2771809,2785879,2797441,2808185,2817935,2828795,2842283,2861483,2882835,2900427,2913918,2923497,2931257,2943337
Dominican Republic,DOM,"Population, female",SP.POP.TOTL.FE.IN,1641764,1697727,1754868,1812924,1871918,1931763,1992582,2054205,2115894,2177646,2239914,2302792,2366137,2430153,2494654,2559369,2624554,2690159,2756024,2821809,2887215,2952280,3017427,3083771,3151396,3219410,3287851,3357278,3428342,3501660,3576621,3651809,3726718,3801439,3870105,3932399,3993294,4051890,4107802,4162488,4217351,4271617,4330181,4393360,4455672,4517262,4577992,4638424,4700619,4765395,4831796,4898563,4965013,5030991,5096363,5160958,5224450,5286818,5348537,5409472,5472181,5535650
Algeria,DZA,"Population, female",SP.POP.TOTL.FE.IN,5647947,5747020,5823672,5903048,5985388,6061383,6163912,6302990,6446752,6593391,6742390,6896041,7057279,7227074,7407341,7690343,8074971,8388820,8636461,8902127,9187012,9491758,9814990,10154790,10508574,10875691,11247967,11596648,11920413,12238273,12547674,12851476,13155514,13455737,13745110,14015501,14248146,14450097,14652460,14863283,15076418,15288132,15497822,15709725,15932047,16150274,16384158,16653361,16941031,17249096,17573708,17911362,18264572,18629532,19004433,19390923,19783015,20175233,20564404,20948465,21318767,21680725
East Asia & Pacific (excluding high income),EAP,"Population, female",SP.POP.TOTL.FE.IN,441252197,441330080,447400781,459005694,470416998,482188254,495589651,508580725,522054499,536356133,551046583,565991699,580080660,593699255,606570163,618283528,629159537,639431226,649852361,660423198,670753833,681346479,693019088,704731673,715906183,727363060,739507039,752327839,765289512,777940609,790342595,802262812,813526167,824499564,835382012,845979515,856391744,866723266,876698071,886011866,894649276,902865763,910784007,918417371,925831751,933193646,940416323,947483178,954505673,961465590,968401745,975806865,984152714,992434427,1000452997,1008161805,1015878543,1023838980,1030823384,1036976697,1042299365,1046383383
Early-demographic dividend,EAR,"Population, female",SP.POP.TOTL.FE.IN,478750396,490924678,503474961,516372343,529628377,542965724,556378004,570228069,584556964,599284596,614141138,628905152,644046426,659910634,676095360,692570517,709438264,726734496,744526832,762953777,782063544,802353991,823388954,844522027,865868898,887615062,909660582,931823827,954284496,976904104,1000971895,1024304694,1046913908,1069002981,1090520971,1112445412,1135420111,1158310036,1180823688,1203219425,1225868818,1248717831,1270969776,1292831397,1314867953,1336737282,1358650217,1380776812,1402539214,1424308208,1446611716,1468994919,1490847707,1512552835,1534306510,1556245491,1578040341,1599353499,1620320403,1641021183,1661150642,1679978309
East Asia & Pacific,EAS,"Population, female",SP.POP.TOTL.FE.IN,515230816,516461093,523776794,536632653,549293940,562345683,576969195,591068348,605803252,621494440,637582781,654463524,669948425,684954327,699250178,712263107,724311656,735719036,747246891,758984367,770425517,782173364,794994798,807781571,819925757,832270283,845224900,858855395,872609499,886066009,899230347,912031158,924096413,935843250,947518045,958885211,970166562,981249854,991972168,1001905472,1011202023,1020155575,1028716750,1036897307,1044783558,1052571413,1060358562,1068077970,1075812095,1083327010,1090776414,1098571691,1107318282,1115952708,1124363347,1132480258,1140631457,1148974470,1156327248,1162821792,1168215325,1171825747
Europe & Central Asia (excluding high income),ECA,"Population, female",SP.POP.TOTL.FE.IN,137545318,139552491,141569845,143587272,145620087,147624694,149286871,150987960,152686864,154347208,156031279,157668648,159178578,160671516,162166651,163647812,165281142,166973463,168640198,170315029,171999071,173653383,175283365,176972010,178810508,180646778,182478052,184326821,186130631,187586362,188699633,189919491,190842025,191492250,191970171,192320631,192772863,193134385,193326187,193328786,193413671,193513297,193607811,193815472,194140483,194516106,194949900,195491731,196242286,197117738,198116625,199130028,200158139,201372477,202700415,204077353,205348673,206386456,207137649,207865084,208470675,208856332
Europe & Central Asia,ECS,"Population, female",SP.POP.TOTL.FE.IN,350338194,354013078,357775720,361551288,365346803,369061824,372360098,375670523,378880215,381996863,384860111,387646660,390567053,393383853,396079668,398697783,401360617,404002839,406625019,409258818,411896565,414408850,416733170,418975440,421328837,423728725,426199638,428713842,431260187,433559721,435545973,437638361,439322130,440783302,441898161,442773966,443695831,444502490,445127113,445652227,446140773,446735714,447556396,448695387,450010218,451361271,452735315,454274539,456010365,457694885,459302336,460208936,461819164,463826650,465985898,468109111,470092991,471701919,473042342,474148138,475070784,475388568
Ecuador,ECU,"Population, female",SP.POP.TOTL.FE.IN,2313445,2379345,2447988,2519095,2592694,2668819,2747092,2827478,2910106,2994802,3081410,3169807,3260195,3352673,3447134,3543625,3642102,3742513,3844858,3949122,4055231,4163096,4272641,4383868,4497063,4612439,4730153,4849782,4970143,5090613,5210778,5329377,5443760,5553499,5661350,5768799,5875980,5982667,6088961,6195516,6303121,6412962,6525796,6641367,6758388,6876511,6996611,7118765,7242204,7366263,7490733,7615672,7739326,7859194,7976779,8095675,8217460,8346245,8506021,8670974,8798448,8910903
"Egypt, Arab Rep.",EGY,"Population, female",SP.POP.TOTL.FE.IN,13397931,13751636,14115797,14491258,14876442,15267075,15660871,16057978,16456719,16854829,17252780,17647916,18045443,18451546,18867705,19300457,19748466,20220150,20721827,21249783,21803307,22370151,22953724,23571405,24214805,24876309,25553936,26245281,26953624,27664151,28364070,29042440,29713371,30388568,31063203,31738802,32418308,33110772,33814145,34522238,35234075,35958115,36706908,37471228,38236048,39003462,39776795,40568130,41378685,42205138,43076670,44030939,45030881,46092575,47193391,48251205,49274300,50273865,51250007,52189268,53107732,54001891
Euro area,EMU,"Population, female",SP.POP.TOTL.FE.IN,137982940,139103941,140236996,141384139,142544536,143728094,144858353,145855742,146807811,147777754,148559316,149339679,150306612,151219130,152020997,152746054,153386338,153981804,154609241,155254656,155901076,156468087,156893154,157183443,157407069,157664890,158004508,158380023,158847175,159460033,160119381,160888312,161565980,162164984,162585574,162966799,163361518,163730704,164062444,164478460,165012223,165642034,166426666,167281896,168142239,168944438,169677587,170506094,171290221,171817091,172206248,171814913,172164060,172717978,173277129,173742877,174181691,174499925,174867361,175030823,175244721,175307502
Eritrea,ERI,"Population, female",SP.POP.TOTL.FE.IN,504508,516537,529191,542409,556123,570303,584885,599865,615245,631052,647449,664496,682090,700207,718953,738425,758607,779502,800991,823053,845746,869115,893301,918327,943827,969283,994986,1020845,1046998,1072855,1097182,1040354,979663,1009578,1039886,1096976,1150146,1163731,1181255,1203350,1224856,1259330,1301839,1354578,1409206,1443290,1467258,1490034,1529533,1568303,1599986,1629719,1652054,1673718,1687076,1695227,1707716,1723370,1747412,1773958,1802355,1834472
Spain,ESP,"Population, female",SP.POP.TOTL.FE.IN,15665693,15802324,15940760,16073495,16226901,16396787,16558365,16757214,16971787,17134432,17318928,17521381,17708913,17897180,18074553,18251470,18436962,18620070,18792700,18952840,19101208,19234286,19348408,19442700,19524836,19598570,19660975,19716629,19764941,19804389,19835238,19891586,19988269,20090193,20184093,20272334,20356531,20441310,20524534,20606430,20696897,20839665,21116299,21467183,21804175,22136732,22487488,22879460,23224481,23435819,23562691,23668076,23713604,23671269,23627558,23626850,23662382,23734338,23851736,24030201,24152012,24178913
Estonia,EST,"Population, female",SP.POP.TOTL.FE.IN,676599,681949,688840,696075,703924,711357,716939,720621,725408,731083,737769,746046,753577,759934,765689,770899,775594,780599,785324,789114,793243,798210,803356,808259,812870,817652,823011,828491,832757,835250,834865,830221,816463,797235,780965,767739,756920,748355,740907,742576,745863,741392,737190,732979,728929,724912,720684,717490,715380,713461,711236,708523,705538,702454,699900,699505,698703,698113,698657,699471,699645,699703
Ethiopia,ETH,"Population, female",SP.POP.TOTL.FE.IN,10968468,11242269,11530185,11831040,12146005,12475344,12802436,13141363,13506803,13884657,14275062,14672088,15069716,15473324,15873055,16258853,16669166,16990863,17277926,17530832,17623100,18060602,18760631,19273671,19759678,20298814,20875844,21562673,22377644,23207700,24040457,25049896,26062905,26937213,27834734,28748462,29668565,30590429,31519520,32472079,33426506,34388876,35386878,36408151,37448428,38508936,39597926,40732253,41898913,43088296,44321299,45602329,46910795,48222340,49550412,50911434,52324690,53779101,55246462,56745161,58284361,59839622
European Union,EUU,"Population, female",SP.POP.TOTL.FE.IN,185079037,186520127,187993108,189511301,191072439,192591066,194057711,195492765,196846424,198171070,199232368,200262374,201562302,202819692,204004981,205158482,206224961,207211282,208162856,209088679,210006015,210841786,211532872,212064505,212521273,212997727,213544350,214122235,214768971,215449594,216115932,216807246,217395657,218064309,218580131,218982321,219338230,219673664,219982484,220366242,220624384,220901495,221387265,222124150,222891580,223606937,224269048,224962837,225625353,226117851,226403499,225970413,226258913,226765802,227284277,227701749,228096871,228378522,228709904,228844281,228982644,228719920
Fragile and conflict affected situations,FCS,"Population, female",SP.POP.TOTL.FE.IN,125240376,127881619,130617949,133425349,136323352,139294512,142309096,145408963,148609641,151878455,155237694,158700559,162232396,165881346,169707233,173667427,177891523,182158922,186385671,190788550,194927809,198821521,203093387,207676706,212482993,217414804,222304031,227277562,232257518,237476126,243651771,248995490,255170679,261952070,269189867,276214367,282377136,288444831,294774698,301429594,308143703,314996362,322651100,330711950,338668473,346846393,355185559,363486915,372156862,381331934,390715746,400166029,409895033,419816694,429547190,439193925,449059562,459088656,469196637,479703199,490667483,501678333
Finland,FIN,"Population, female",SP.POP.TOTL.FE.IN,2296318,2311064,2325580,2341037,2353148,2360023,2368072,2380432,2390653,2389020,2381303,2385197,2398169,2410516,2422612,2433482,2441400,2447842,2454267,2460874,2468691,2478774,2491735,2505746,2518581,2528684,2536318,2542753,2549375,2557338,2566989,2579157,2591877,2602757,2612451,2621151,2628456,2635006,2640917,2645920,2650014,2654524,2659321,2664085,2670673,2678879,2688216,2698445,2709160,2720488,2731578,2742748,2754338,2765437,2775371,2782828,2788369,2792461,2794292,2795813,2798488,2803508
Fiji,FJI,"Population, female",SP.POP.TOTL.FE.IN,194399,200845,207529,214468,221482,228482,235274,241570,247423,253108,258654,264034,269195,274075,278812,283751,289313,295704,302822,310402,318207,326157,334248,342486,350895,359255,366714,372652,377365,381432,385178,387226,388058,389048,389672,390212,392203,396006,400423,404912,409203,413349,417373,421301,425195,429005,432765,436189,439316,442224,444728,446947,448921,450737,452426,453908,455142,456092,456721,457099,458543,460926
France,FRA,"Population, female",SP.POP.TOTL.FE.IN,24022048,24266964,24515732,24760379,25023265,25289599,25549168,25800623,26035701,26258433,26478606,26702804,26924779,27129480,27308859,27461297,27591720,27726593,27867627,28011455,28171415,28340430,28512437,28673341,28827905,28988968,29151152,29318060,29485857,29647597,29801207,30075115,30236232,30378930,30504379,30626680,30745655,30863380,30984879,31151034,31370713,31606094,31843184,32074754,32317296,32568445,32802688,33013412,33205372,33382387,33553356,33722113,33890643,34069673,34233592,34359025,34452635,34554791,34680632,34801750,34900402,34998692
Faroe Islands,FRO,"Population, female",SP.POP.TOTL.FE.IN,16416,16599,16762,16939,17137,17366,17590,17790,17994,18192,18395,18602,18804,19003,19198,19390,19582,19782,20016,20281,20549,20826,21101,21346,21578,21798,22006,22232,22474,22734,22741,22454,22105,21701,21284,21151,21305,21476,21662,21831,22047,22322,22572,22825,23088,23211,23217,23253,23282,23279,23271,23279,23307,23349,23414,23607,23930,24272,24596,24932,25285,25509
"Micronesia, Fed. Sts.",FSM,"Population, female",SP.POP.TOTL.FE.IN,21009,21778,22574,23339,24070,24824,25608,26398,27194,28023,28890,29722,30506,31305,32127,32925,33699,34504,35438,36499,37583,38690,39825,40983,42166,43367,44569,45781,46838,47727,48615,49510,50670,52112,53436,54206,54529,54809,55072,55261,55399,55503,55496,55384,55191,54944,54645,54279,53877,53474,53341,53489,53664,53855,54067,54295,54538,54800,55063,55307,55694,56233
Gabon,GAB,"Population, female",SP.POP.TOTL.FE.IN,262115,265114,268324,271739,275366,279231,283341,287692,292291,297812,304106,310360,316656,323163,329996,337223,344906,353064,361692,370752,380224,390163,400519,411273,422427,433957,445878,458201,470901,483892,497111,510543,524197,538089,552122,566105,580106,594357,608965,623969,639553,655799,672655,690223,708643,728089,748769,770739,794007,818769,845284,873485,902939,933066,963066,992215,1020095,1046814,1072844,1098462,1123751,1148767
United Kingdom,GBR,"Population, female",SP.POP.TOTL.FE.IN,27090467,27280397,27496932,27689292,27856762,28024396,28168529,28310001,28437297,28546014,28650499,28759083,28845477,28890515,28898904,28889090,28875455,28860651,28859166,28883344,28918046,28930335,28923024,28937208,28988606,29059522,29131292,29197428,29265403,29342658,29430816,29521874,29600247,29668038,29738839,29811848,29879838,29946015,30020559,30105897,30197282,30296779,30406325,30526615,30678379,30867389,31072904,31293296,31516343,31732553,31960504,32189405,32390769,32584323,32802913,33041408,33270675,33477363,33662065,33835792,33947990,34065491
Georgia,GEO,"Population, female",SP.POP.TOTL.FE.IN,1918318,1947679,1976340,2004568,2031846,2057506,2085799,2116663,2146023,2176054,2201980,2225232,2248321,2268447,2288286,2305201,2321571,2336883,2349893,2366937,2385772,2403146,2421391,2441023,2460898,2481749,2503266,2523238,2547425,2553789,2553176,2571401,2592096,2613648,2575389,2481795,2395046,2321218,2265944,2221240,2180268,2148711,2131091,2115806,2099711,2083571,2069236,2055684,2046427,2025467,2007980,1989292,1972269,1964187,1964758,1969065,1971253,1972199,1971912,1969251,1971581,1964929
Ghana,GHA,"Population, female",SP.POP.TOTL.FE.IN,3378749,3483445,3578109,3675079,3774468,3876381,3980020,4085702,4193923,4306249,4427324,4551655,4679479,4816752,4959824,5106573,5254551,5415337,5593203,5779312,5963727,6144992,6339741,6553893,6742363,6897669,7058574,7228470,7408850,7598834,7795067,7991633,8188676,8387013,8586206,8789218,8995002,9208514,9431876,9662884,9905777,10167572,10445597,10728320,11014041,11306552,11604406,11906554,12212794,12522583,12831981,13145044,13470314,13802693,14136988,14473575,14814792,15148680,15472613,15798612,16129086,16457496
Gibraltar,GIB,"Population, female",SP.POP.TOTL.FE.IN,11393,11413,11539,11739,11941,12154,12370,12598,12824,13047,13274,13450,13569,13680,13784,13874,13963,14048,14120,14182,14236,14281,14291,14259,14203,14127,14029,13897,13742,13567,13366,13194,13190,13309,13428,13535,13611,13685,13763,13832,13898,13931,14030,14220,14416,14628,14838,15043,15241,15445,15664,15878,16096,16218,16250,16297,16320,16334,16351,16366,16372,16352
Guinea,GIN,"Population, female",SP.POP.TOTL.FE.IN,1769969,1801811,1834494,1868136,1902710,1938210,1974671,2012180,2051032,2090740,2130554,2170224,2209724,2249090,2288254,2327451,2366954,2407218,2449061,2493506,2540986,2591484,2645404,2702739,2763482,2828266,2897280,2970401,3046584,3124090,3231211,3359906,3465959,3570631,3676611,3777340,3881753,3966809,4048557,4141344,4227368,4295144,4371013,4468708,4565463,4660236,4760253,4870553,4987979,5109750,5235369,5364456,5495816,5630110,5769149,5914257,6064194,6216323,6370216,6527547,6687118,6846006
"Gambia, The",GMB,"Population, female",SP.POP.TOTL.FE.IN,202651,208255,214035,219993,226128,232435,238892,245607,252650,259953,267505,275334,283503,292026,300876,310115,319868,330163,340988,352430,364524,377180,390440,404541,419299,434663,450933,468142,486300,505406,525501,546633,568192,588731,607838,626630,645879,665651,686077,707098,728476,750278,772505,794881,817742,841681,866989,893545,921048,949504,978713,1008766,1039815,1071377,1103078,1134792,1166502,1198214,1229801,1261541,1293962,1326796
Guinea-Bissau,GNB,"Population, female",SP.POP.TOTL.FE.IN,287490,289938,293848,297110,295296,289678,286784,288978,294692,297553,300091,302149,303495,307728,318623,337464,358991,382659,407430,421070,425759,432898,440101,447318,454539,461771,469067,476471,484036,491827,499688,510099,524958,542228,558937,572926,584716,595692,606801,618471,630899,644242,658447,673448,689097,705396,722513,740644,759452,778729,798649,819438,841145,863505,886107,908728,931364,953800,976163,998712,1021222,1043505
Equatorial Guinea,GNQ,"Population, female",SP.POP.TOTL.FE.IN,135943,138390,140966,143674,146523,149517,152670,155988,159388,161307,160697,158411,155143,151426,147651,144054,140603,138432,138207,139861,144284,151583,161094,171657,182274,192458,201905,210650,219063,227488,236059,244858,253962,263419,272935,282544,292606,303152,314187,325711,339229,354582,370147,386013,402383,419580,437943,457682,478831,501277,524794,547455,569135,591454,614281,637482,660879,684340,707784,731149,751896,771091
Greece,GRC,"Population, female",SP.POP.TOTL.FE.IN,4261408,4298367,4327118,4346484,4365584,4389336,4425274,4464410,4495711,4513834,4525207,4545124,4574309,4594100,4608859,4649172,4718376,4775901,4833100,4887939,4930011,4968082,4992402,5015335,5034705,5048753,5059984,5071679,5085106,5106747,5155693,5212276,5246427,5271466,5292242,5312063,5331659,5354717,5381538,5400308,5421868,5450658,5472047,5487478,5504540,5525472,5547892,5568591,5590605,5613295,5628559,5627949,5605198,5571423,5540073,5508465,5489087,5480681,5471554,5467106,5456292,5428390
Grenada,GRD,"Population, female",SP.POP.TOTL.FE.IN,50184,50760,51127,51427,51675,51861,51971,51987,51907,51756,51563,51335,51080,50806,50520,50231,49934,49604,49241,48850,48531,48636,49248,50072,50789,51197,51247,50960,50450,49985,49780,50057,50648,51160,51604,51993,52333,52630,52906,53160,53397,53596,53697,53919,54297,54654,55015,55375,55736,56101,56477,56934,57486,58047,58606,59160,59709,60239,60748,61240,61746,62254
Greenland,GRL,"Population, female",SP.POP.TOTL.FE.IN,15962,16496,17059,17676,18202,18930,19488,20063,20686,21307,21920,22207,22633,22861,22988,22924,22868,22659,22524,22672,22931,23294,23519,23786,24043,24262,24404,24695,25047,25316,25521,25570,25563,25602,25826,25993,26019,26049,26085,26084,26141,26232,26381,26487,26587,26618,26562,26486,26399,26415,26717,26746,26741,26612,26546,26480,26525,26528,26462,26563,26657,26844
Guatemala,GTM,"Population, female",SP.POP.TOTL.FE.IN,2017122,2077759,2140299,2204540,2270180,2336946,2404771,2473212,2541871,2610477,2678750,2746546,2814121,2881743,2950129,3019535,3089790,3162315,3239125,3321256,3409601,3504506,3608489,3716035,3822983,3932890,4046151,4162784,4282517,4405181,4530225,4657117,4784750,4912026,5038658,5165706,5293236,5421410,5552808,5687708,5829545,5972917,6113334,6249771,6385836,6521662,6656988,6791673,6925630,7058856,7191268,7324691,7457240,7590464,7723659,7856056,7987891,8119332,8250539,8380231,8509834,8639673
Guam,GUM,"Population, female",SP.POP.TOTL.FE.IN,28046,29096,30177,31285,32420,33574,34731,35891,37046,38172,39387,40751,42160,43571,44962,46319,47670,49017,50337,51705,53086,54395,55651,56865,58066,59266,60465,61674,62910,64113,65391,66843,68328,69787,71222,72644,74031,75353,76647,77951,78996,79644,80115,80486,80760,80945,81046,81088,81076,81020,81214,81624,82041,82418,82710,82982,83220,83401,83492,83522,83914,84655
Guyana,GUY,"Population, female",SP.POP.TOTL.FE.IN,286736,294962,303153,311163,318870,326093,332726,338762,344313,349478,354307,358741,362857,366881,370901,374964,379077,383127,386877,389950,391933,392786,392836,392280,391175,389589,387598,385298,382786,380144,377423,376038,376329,377050,377857,378561,379151,379647,380072,380389,380557,380591,380510,380574,380750,380652,380230,379546,378592,377375,375947,374340,374465,377010,380184,383410,386678,389970,399474,405932,407303,410932
High income,HIC,"Population, female",SP.POP.TOTL.FE.IN,398436916,403355715,408395714,413382771,418356063,423232937,427975768,432571545,437039172,441464191,445758844,450826322,455281996,459632441,463911354,468097225,472001279,475859996,479768826,483807877,487655909,491462987,495070361,498399272,501518856,504651734,507852845,511116312,514479297,518082725,521643251,525725564,529905493,533889237,537571373,541096096,544681973,548198820,551616299,554970664,558231010,561553801,564981686,568409085,571920210,575498884,579455201,583660916,587999907,591941811,595436838,597712792,600642496,603692825,606822767,609745328,612694414,615447181,618169795,620619688,623313343,623452963
"Hong Kong SAR, China",HKG,"Population, female",SP.POP.TOTL.FE.IN,1509281,1536078,1604717,1663385,1706635,1754559,1772431,1819896,1860926,1892829,1941477,1982461,2015257,2066529,2126387,2160404,2180916,2205955,2239766,2358797,2415565,2472666,2519478,2567470,2601403,2637378,2678725,2714686,2746490,2783751,2800945,2832323,2864321,2921794,2996040,3063467,3212399,3252163,3292744,3337520,3380202,3419501,3450535,3459990,3503605,3535501,3574074,3619281,3654659,3676363,3717750,3756104,3808534,3833872,3871591,3915630,3945594,3976575,4009595,4040585,4028025,3994078
Honduras,HND,"Population, female",SP.POP.TOTL.FE.IN,1037090,1067636,1098927,1131134,1164326,1198601,1233848,1270013,1307377,1346149,1386376,1428242,1471955,1516651,1560562,1606870,1657237,1709152,1762507,1817402,1873747,1931326,1990030,2049910,2110799,2172436,2235090,2298974,2364316,2431535,2500697,2571853,2645110,2720439,2797731,2876838,2957773,3040522,3121099,3203825,3292265,3381604,3471303,3560838,3650279,3739573,3828462,3916700,4003999,4090493,4176200,4261105,4345369,4429055,4512235,4595215,4678163,4761059,4844019,4927035,5008783,5087643
Heavily indebted poor countries (HIPC),HPC,"Population, female",SP.POP.TOTL.FE.IN,82382434,84394736,86475708,88626050,90871241,93213623,95625577,98137076,100767914,103482419,106286295,109163904,112072638,115095719,118280675,121560213,124910594,128273082,131921915,135728508,139008694,142041249,145605846,149599789,153746525,157957431,162163563,166524569,171028993,175729790,180376392,185081998,190565346,196600763,202458319,208295162,214309009,220298707,226418497,232794732,239115828,245582009,252808498,260369465,267797843,275459232,283432243,291370473,299569280,308186525,316890371,325863446,335151675,344688839,354672951,364898491,375468846,386450620,397550330,408802314,420301490,431874592
Croatia,HRV,"Population, female",SP.POP.TOTL.FE.IN,2173057,2184957,2197537,2209455,2220162,2231213,2243117,2254338,2265383,2276159,2284685,2292661,2301268,2310522,2320512,2331144,2343229,2355498,2366932,2374451,2377336,2383365,2394624,2406505,2417589,2428191,2438181,2447289,2455126,2461366,2466779,2422778,2366201,2379092,2405071,2388619,2357627,2348589,2349945,2343060,2323582,2237696,2239090,2239534,2239699,2241921,2241554,2239962,2238522,2234777,2227947,2218341,2209615,2201417,2190210,2169815,2152392,2124310,2102981,2089106,2077963,2000607
Haiti,HTI,"Population, female",SP.POP.TOTL.FE.IN,2001044,2038685,2076670,2113452,2150802,2190272,2229977,2270188,2311097,2352604,2394786,2437633,2480963,2524657,2569415,2616056,2664523,2714729,2766568,2819744,2873908,2929533,2987093,3045852,3105563,3167029,3230697,3296223,3363327,3431711,3500949,3570128,3639023,3708064,3777025,3846577,3917385,3988932,4061127,4134687,4210027,4285558,4360349,4435711,4510238,4585537,4663269,4741167,4819071,4897538,4952137,5006574,5084975,5162748,5240216,5317590,5394724,5471873,5548683,5625310,5701407,5774718
Hungary,HUN,"Population, female",SP.POP.TOTL.FE.IN,5167291,5187696,5201875,5213190,5227529,5239919,5253401,5270515,5288471,5308458,5327875,5343896,5360301,5377590,5401573,5433045,5462429,5487676,5506989,5517352,5523039,5527409,5528182,5524204,5518358,5513362,5508308,5503211,5498772,5443686,5392374,5396318,5398951,5398196,5396245,5393842,5388788,5381534,5373133,5362026,5351765,5342651,5330345,5317673,5307818,5297522,5288952,5281064,5271691,5262645,5249848,5231665,5200385,5183716,5167145,5151076,5132281,5114655,5101926,5092862,5077844,5055557
IBRD only,IBD,"Population, female",SP.POP.TOTL.FE.IN,951612233,962566432,979779837,1002778438,1025803672,1049137797,1073759261,1098245842,1123448179,1149659605,1176500564,1203772929,1230338819,1256776635,1282823400,1308132178,1333304359,1358113763,1382888821,1408094284,1433677195,1460054164,1487770754,1515778514,1543750519,1572227539,1601456159,1631307432,1661290305,1690780180,1719965346,1748517203,1775798436,1802407699,1828717367,1854690459,1880390855,1905843433,1930858034,1955097974,1978446804,2001463491,2024027261,2046325875,2068632857,2090780735,2112319261,2133306163,2154673637,2176429100,2198031278,2220455147,2244129989,2268585858,2292937649,2316537395,2339378798,2361684613,2382354164,2401545527,2419078195,2433735666
